taxon_id,chr,length,name,assembly
9606,chr20,62435964,Human,hg18/ensembl54
9606,chr21,46944323,Human,hg18/ensembl54
9606,chr21_random,1679693,Human,hg18/ensembl54
9606,chr22,49691432,Human,hg18/ensembl54
9606,chr22_h2_hap1,63661,Human,hg18/ensembl54
9606,chr22_random,257318,Human,hg18/ensembl54
9606,chrX,154913754,Human,hg18/ensembl54
9606,chrX_random,1719168,Human,hg18/ensembl54
9606,chrY,57772954,Human,hg18/ensembl54
9606,chrM,16571,Human,hg18/ensembl54
9606,chrUn,999999999,Human,
9544,chr1,228252215,Rhesus,rheMac2
9544,chr2,189746636,Rhesus,rheMac2
9544,chr3,196418989,Rhesus,rheMac2
9544,chr4,167655696,Rhesus,rheMac2
9544,chr5,182086969,Rhesus,rheMac2
9544,chr6,178205221,Rhesus,rheMac2
9544,chr7,169801366,Rhesus,rheMac2
9544,chr8,147794981,Rhesus,rheMac2
9544,chr9,133323859,Rhesus,rheMac2
9544,chr10,94855758,Rhesus,rheMac2
9544,chr11,134511895,Rhesus,rheMac2
9544,chr12,106505843,Rhesus,rheMac2
9544,chr13,138028943,Rhesus,rheMac2
9544,chr14,133002572,Rhesus,rheMac2
9544,chr15,110119387,Rhesus,rheMac2
9544,chr16,78773432,Rhesus,rheMac2
9544,chr17,94452569,Rhesus,rheMac2
9544,chr18,73567989,Rhesus,rheMac2
9544,chr19,64391591,Rhesus,rheMac2
9544,chr20,88221753,Rhesus,rheMac2
9544,chrX,153947521,Rhesus,rheMac2
9544,chrUr,440886,Rhesus,rheMac2
9544,chrUn,999999999,Rhesus,
9598,chr1,229974691,Chimp,panTro2
9598,chr1_random,9420409,Chimp,panTro2
9598,chr2a,114460064,Chimp,panTro2
9598,chr2a_random,3052259,Chimp,panTro2
9598,chr2b,248603653,Chimp,panTro2
9598,chr2b_random,2186977,Chimp,panTro2
9598,chr3,203962478,Chimp,panTro2
9598,chr3_random,3517036,Chimp,panTro2
9598,chr4,194897272,Chimp,panTro2
9598,chr4_random,6711082,Chimp,panTro2
9598,chr5,183994906,Chimp,panTro2
9598,chr5_random,3159943,Chimp,panTro2
9598,chr6,173908612,Chimp,panTro2
9598,chr6_hla_hap1,34169,Chimp,panTro2
9598,chr6_random,9388360,Chimp,panTro2
9598,chr7,160261443,Chimp,panTro2
9598,chr7_random,7240870,Chimp,panTro2
9598,chr8,145085868,Chimp,panTro2
9598,chr8_random,7291619,Chimp,panTro2
9598,chr9,138509991,Chimp,panTro2
9598,chr9_random,7733331,Chimp,panTro2
9598,chr10,135001995,Chimp,panTro2
9598,chr10_random,8402541,Chimp,panTro2
9598,chr11,134204764,Chimp,panTro2
9598,chr11_random,8412303,Chimp,panTro2
9598,chr12,135371336,Chimp,panTro2
9598,chr12_random,2259969,Chimp,panTro2
9598,chr13,115868456,Chimp,panTro2
9598,chr13_random,9231045,Chimp,panTro2
9598,chr14,107349158,Chimp,panTro2
9598,chr14_random,2108736,Chimp,panTro2
9598,chr15,100063422,Chimp,panTro2
9598,chr15_random,3087076,Chimp,panTro2
9598,chr16,90682376,Chimp,panTro2
9598,chr16_random,6370548,Chimp,panTro2
9598,chr17,83384210,Chimp,panTro2
9598,chr17_random,5078517,Chimp,panTro2
9598,chr18,77261746,Chimp,panTro2
9598,chr18_random,1841920,Chimp,panTro2
9598,chr19,64473437,Chimp,panTro2
9598,chr19_random,2407237,Chimp,panTro2
9598,chr20,62293572,Chimp,panTro2
9598,chr20_random,1792361,Chimp,panTro2
9598,chr21,46489110,Chimp,panTro2
9598,chr22,50165558,Chimp,panTro2
9598,chr22_random,1182457,Chimp,panTro2
9598,chrX,155361357,Chimp,panTro2
9598,chrX_random,3548706,Chimp,panTro2
9598,chrY,23952694,Chimp,panTro2
9598,chrY_random,772887,Chimp,panTro2
9598,chrUn,58616431,Chimp,panTro2
9598,chrM,16554,Chimp,panTro2
9598,chrUn,999999999,Chimp,
10090,chr1,197195432,Mouse,mm9
10090,chr1_random,1231697,Mouse,mm9
10090,chr2,181748087,Mouse,mm9
10090,chr3,159599783,Mouse,mm9
10090,chr3_random,41899,Mouse,mm9
10090,chr4,155630120,Mouse,mm9
10090,chr4_random,160594,Mouse,mm9
10090,chr5,152537259,Mouse,mm9
10090,chr5_random,357350,Mouse,mm9
10090,chr6,149517037,Mouse,mm9
10090,chr7,152524553,Mouse,mm9
10090,chr7_random,362490,Mouse,mm9
10090,chr8,131738871,Mouse,mm9
10090,chr8_random,849593,Mouse,mm9
10090,chr9,124076172,Mouse,mm9
10090,chr9_random,449403,Mouse,mm9
10090,chr10,129993255,Mouse,mm9
10090,chr11,121843856,Mouse,mm9
10090,chr12,121257530,Mouse,mm9
10090,chr13,120284312,Mouse,mm9
10090,chr13_random,400311,Mouse,mm9
10090,chr14,125194864,Mouse,mm9
10090,chr15,103494974,Mouse,mm9
10090,chr16,98319150,Mouse,mm9
10090,chr16_random,3994,Mouse,mm9
10090,chr17,95272651,Mouse,mm9
10090,chr17_random,628739,Mouse,mm9
10090,chr18,90772031,Mouse,mm9
10090,chr19,61342430,Mouse,mm9
10090,chrX,166650296,Mouse,mm9
10090,chrX_random,1785075,Mouse,mm9
10090,chrY,15902555,Mouse,mm9
10090,chrY_random,58682461,Mouse,mm9
10090,chrUn_random,5900358,Mouse,mm9
10090,chrM,16299,Mouse,mm9
10116,chr1,267910886,Rat,rn4
10116,chr1_random,3887217,Rat,rn4
10116,chr2,258207540,Rat,rn4
10116,chr2_random,4341851,Rat,rn4
10116,chr3,171063335,Rat,rn4
10116,chr3_random,1724363,Rat,rn4
10116,chr4,187126005,Rat,rn4
10116,chr4_random,2124656,Rat,rn4
10116,chr5,173096209,Rat,rn4
10116,chr5_random,2145107,Rat,rn4
10116,chr6,147636619,Rat,rn4
10116,chr6_random,1770534,Rat,rn4
10116,chr7,143002779,Rat,rn4
10116,chr7_random,1175105,Rat,rn4
10116,chr8,129041809,Rat,rn4
10116,chr8_random,887087,Rat,rn4
10116,chr9,113440463,Rat,rn4
10116,chr9_random,1166303,Rat,rn4
10116,chr10,110718848,Rat,rn4
10116,chr10_random,870782,Rat,rn4
10116,chr11,87759784,Rat,rn4
10116,chr11_random,1278614,Rat,rn4
10116,chr12,46782294,Rat,rn4
10116,chr12_random,953141,Rat,rn4
10116,chr13,111154910,Rat,rn4
10116,chr13_random,608348,Rat,rn4
10116,chr14,112194335,Rat,rn4
10116,chr14_random,1825095,Rat,rn4
10116,chr15,109758846,Rat,rn4
10116,chr15_random,1609635,Rat,rn4
10116,chr16,90238779,Rat,rn4
10116,chr16_random,1400107,Rat,rn4
10116,chr17,97296363,Rat,rn4
10116,chr17_random,615889,Rat,rn4
10116,chr18,87265094,Rat,rn4
10116,chr18_random,594525,Rat,rn4
10116,chr19,59218465,Rat,rn4
10116,chr19_random,984116,Rat,rn4
10116,chr20,55268282,Rat,rn4
10116,chr20_random,604928,Rat,rn4
10116,chrX,160699376,Rat,rn4
10116,chrX_random,1977738,Rat,rn4
10116,chrUn,75822765,Rat,rn4
10116,chrUn_random,6862066,Rat,rn4
10116,chrM,16300,Rat,rn4
9601,chr1,229942017,Orangutan,ponAbe2
9601,chr1_random,35968885,Orangutan,ponAbe2
9601,chr2a,113028656,Orangutan,ponAbe2
9601,chr2a_random,13868332,Orangutan,ponAbe2
9601,chr2b,135000294,Orangutan,ponAbe2
9601,chr2b_random,15014885,Orangutan,ponAbe2
9601,chr3,202140232,Orangutan,ponAbe2
9601,chr3_random,20583478,Orangutan,ponAbe2
9601,chr4,198332218,Orangutan,ponAbe2
9601,chr4_random,23176937,Orangutan,ponAbe2
9601,chr5,183952662,Orangutan,ponAbe2
9601,chr5_h2_hap1,191932,Orangutan,ponAbe2
9601,chr5_random,17639881,Orangutan,ponAbe2
9601,chr6,174210431,Orangutan,ponAbe2
9601,chr6_cox_hap1,1646321,Orangutan,ponAbe2
9601,chr6_cox_hap1_random,239941,Orangutan,ponAbe2
9601,chr6_qbl_hap2,1181782,Orangutan,ponAbe2
9601,chr6_qbl_hap2_random,120011,Orangutan,ponAbe2
9601,chr6_random,13286657,Orangutan,ponAbe2
9601,chr7,157549271,Orangutan,ponAbe2
9601,chr7_random,19039424,Orangutan,ponAbe2
9601,chr8,153482349,Orangutan,ponAbe2
9601,chr8_random,15100077,Orangutan,ponAbe2
9601,chr9,135191526,Orangutan,ponAbe2
9601,chr9_random,13794794,Orangutan,ponAbe2
9601,chr10,133410057,Orangutan,ponAbe2
9601,chr10_random,39000292,Orangutan,ponAbe2
9601,chr11,132107971,Orangutan,ponAbe2
9601,chr11_random,6221941,Orangutan,ponAbe2
9601,chr12,136387465,Orangutan,ponAbe2
9601,chr12_random,11731781,Orangutan,ponAbe2
9601,chr13,117095149,Orangutan,ponAbe2
9601,chr13_random,10119780,Orangutan,ponAbe2
9601,chr14,108868599,Orangutan,ponAbe2
9601,chr14_random,7454900,Orangutan,ponAbe2
9601,chr15,99152023,Orangutan,ponAbe2
9601,chr15_random,10928107,Orangutan,ponAbe2
9601,chr16,77800216,Orangutan,ponAbe2
9601,chr16_random,12312115,Orangutan,ponAbe2
9601,chr17,73212453,Orangutan,ponAbe2
9601,chr17_random,17838096,Orangutan,ponAbe2
9601,chr18,94050890,Orangutan,ponAbe2
9601,chr18_random,6725963,Orangutan,ponAbe2
9601,chr19,60714840,Orangutan,ponAbe2
9601,chr19_random,8018434,Orangutan,ponAbe2
9601,chr20,62736349,Orangutan,ponAbe2
9601,chr20_random,5394106,Orangutan,ponAbe2
9601,chr21,48394510,Orangutan,ponAbe2
9601,chr21_random,4212913,Orangutan,ponAbe2
9601,chr22,46535552,Orangutan,ponAbe2
9601,chr22_random,3584796,Orangutan,ponAbe2
9601,chrX,156195299,Orangutan,ponAbe2
9601,chrX_random,10445060,Orangutan,ponAbe2
9601,chrUn,72422247,Orangutan,ponAbe2
9601,chrM,16499,Orangutan,ponAbe2
4932,chrI,230208,S288c,e58
4932,chrII,813178,S288c,e58
4932,chrIII,316617,S288c,e58
4932,chrIV,1531918,S288c,e58
4932,chrV,576869,S288c,e58
4932,chrVI,270148,S288c,e58
4932,chrVII,1090946,S288c,e58
4932,chrVIII,562643,S288c,e58
4932,chrIX,439885,S288c,e58
4932,chrX,745745,S288c,e58
4932,chrXI,666454,S288c,e58
4932,chrXII,1078175,S288c,e58
4932,chrXIII,924429,S288c,e58
4932,chrXIV,784333,S288c,e58
4932,chrXV,1091289,S288c,e58
4932,chrXVI,948062,S288c,e58
4932,chrMT,85779,S288c,e58
4932,chr2-micron,6318,S288c,e58
285006,chrUn,999999999,RM11-1a,
307796,chrUn,999999999,YJM789,v2
226125,chrUn,999999999,Spar,
226126,chrUn,999999999,Smik,
900001,chrUn,999999999,Y55,
580239,chrUn,999999999,SK1,
900003,chrUn,999999999,DBVPG6765,
580240,chrUn,999999999,W303,
574961,chrUn,999999999,JAY291,
545124,chrUn,999999999,AWRI1631,
538976,chrUn,999999999,YPS163,
538975,chrUn,999999999,M22,
658763,chrUn,999999999,Sigma1278b,
643680,chrUn,999999999,EC1118,
99883,chr1,16827091,Tn,
99883,chr1_random,4558166,Tn,
99883,chr10,12859810,Tn,
99883,chr11,11113812,Tn,
99883,chr12,12535257,Tn,
99883,chr13,12408495,Tn,
99883,chr14,9655887,Tn,
99883,chr15,7231322,Tn,
99883,chr15_random,3125405,Tn,
99883,chr16,8976435,Tn,
99883,chr17,11214114,Tn,
99883,chr18,10105158,Tn,
99883,chr19,5206847,Tn,
99883,chr2,19247847,Tn,
99883,chr2_random,2162112,Tn,
99883,chr20,3085572,Tn,
99883,chr21,5821691,Tn,
99883,chr21_random,3136659,Tn,
99883,chr3,14679700,Tn,
99883,chr3_random,158353,Tn,
99883,chr4,6212533,Tn,
99883,chr5,12134858,Tn,
99883,chr6,6216017,Tn,
99883,chr7,11099225,Tn,
99883,chr8,10308592,Tn,
99883,chr9,10398049,Tn,
99883,chrUn_random,171761319,Tn,
39946,chr1,47283185,9311,eg5_58
39946,chr2,38103930,9311,eg5_58
39946,chr3,41884883,9311,eg5_58
39946,chr4,34718618,9311,eg5_58
39946,chr5,31240961,9311,eg5_58
39946,chr6,32913967,9311,eg5_58
39946,chr7,27957088,9311,eg5_58
39946,chr8,30396518,9311,eg5_58
39946,chr9,21757032,9311,eg5_58
39946,chr10,22204031,9311,eg5_58
39946,chr11,23035369,9311,eg5_58
39946,chr12,23049917,9311,eg5_58
39947,chr1,43268879,Nipponbare,eg5_58
39947,chr2,35930381,Nipponbare,eg5_58
39947,chr3,36406689,Nipponbare,eg5_58
39947,chr4,35278225,Nipponbare,eg5_58
39947,chr5,29894789,Nipponbare,eg5_58
39947,chr6,31246789,Nipponbare,eg5_58
39947,chr7,29696629,Nipponbare,eg5_58
39947,chr8,28439308,Nipponbare,eg5_58
39947,chr9,23011239,Nipponbare,eg5_58
39947,chr10,23134759,Nipponbare,eg5_58
39947,chr11,28512666,Nipponbare,eg5_58
39947,chr12,27497214,Nipponbare,eg5_58
39947,chrMt,490520,Nipponbare,eg5_58
39947,chrPt,134525,Nipponbare,eg5_58
39947,chrSy,526915,Nipponbare,eg5_58
39947,chrUn,862499,Nipponbare,eg5_58
4538,chrUn,999999999,Ogla,wgs
7227,chr2L,23011544,Dmel,e58/dm3
7227,chr2LHet,368872,Dmel,e58/dm3
7227,chr2R,21146708,Dmel,e58/dm3
7227,chr2RHet,3288761,Dmel,e58/dm3
7227,chr3L,24543557,Dmel,e58/dm3
7227,chr3LHet,2555491,Dmel,e58/dm3
7227,chr3R,27905053,Dmel,e58/dm3
7227,chr3RHet,2517507,Dmel,e58/dm3
7227,chr4,1351857,Dmel,e58/dm3
7227,chrX,22422827,Dmel,e58/dm3
7227,chrXHet,204112,Dmel,e58/dm3
7227,chrYHet,347038,Dmel,e58/dm3
7227,chrU,10049037,Dmel,e58/dm3
7227,chrUextra,29004656,Dmel,e58/dm3
7227,chrM,19517,Dmel,e58/dm3
7240,chr2L,22036055,Dsim,eg5_58
7240,chr2R,19596830,Dsim,eg5_58
7240,chr3L,22553184,Dsim,eg5_58
7240,chr3R,27517382,Dsim,eg5_58
7240,chr4,949497,Dsim,eg5_58
7240,chrX,17042790,Dsim,eg5_58
7240,chrUn,999999999,Dsim,
7238,chrUn,999999999,Dsec,
7237,chrUn,999999999,Dpse,
7234,chrUn,999999999,Dper,
7220,chrUn,999999999,Dere,
7217,chrUn,999999999,Dana,
7260,chrUn,999999999,Dwil,
7230,chrUn,999999999,Dmoj,
7244,chrUn,999999999,Dvir,
7222,chrUn,999999999,Dgri,
7245,chr2L,22678881,Dyak,
7245,chr2R,21288905,Dyak,
7245,chr3L,24977971,Dyak,
7245,chr3R,29717196,Dyak,
7245,chr4,1395135,Dyak,
7245,chrX,21591847,Dyak,
7245,chr2h,21288905,Dyak,
7245,chr3h,21288905,Dyak,
7245,chrXh,203908,Dyak,
7245,chrYh,76705,Dyak,
7245,chrUn,999999999,Dyak,
31033,chrUn,349519338,Fr,
9555,chrUn,999999999,Papio_anubis,
9483,chrUn,999999999,Marmoset,calJac1
6239,chrI,15080483,Cele,
6239,chrII,15279308,Cele,
6239,chrIII,13783313,Cele,
6239,chrIV,17493791,Cele,
6239,chrM,13794,Cele,
6239,chrV,20922231,Cele,
6239,chrX,17718849,Cele,
9615,chr4,91483860,Dog,
9615,chr5,91976430,Dog,
9615,chr6,80642250,Dog,
9615,chr7,83999179,Dog,
9615,chr8,77315194,Dog,
9615,chr9,64418924,Dog,
9615,chr10,72488556,Dog,
9615,chr11,77416458,Dog,
9615,chr12,75515492,Dog,
9615,chr13,66182471,Dog,
9615,chr14,63938239,Dog,
9615,chr15,67211953,Dog,
9615,chr16,62570175,Dog,
9615,chr17,67347617,Dog,
9615,chr18,58872314,Dog,
9615,chr19,56771304,Dog,
9615,chr20,61280721,Dog,
9615,chr21,54024781,Dog,
9615,chr22,64401119,Dog,
9615,chr23,55389570,Dog,
9615,chr24,50763139,Dog,
9615,chr25,54563659,Dog,
9615,chr26,42029645,Dog,
9615,chr27,48908698,Dog,
9615,chr28,44191819,Dog,
9615,chr29,44831629,Dog,
9615,chr30,43206070,Dog,
9615,chr31,42263495,Dog,
9615,chr32,41731424,Dog,
9615,chr33,34424479,Dog,
9615,chr34,45128234,Dog,
9615,chr35,29542582,Dog,
9615,chr36,33840356,Dog,
9615,chr37,33915115,Dog,
9615,chr38,26897727,Dog,
9615,chrX,126883977,Dog,
9615,chrUn,86547043,Dog,
9615,chrM,16727,Dog,
272560,chrI,4074542,K96243,
272560,chrII,3173005,K96243,
320372,chrI,4126292,1710b,
320372,chrII,3181762,1710b,
4565,chrP,134545,Wheat,
39946,chrP,999999999,9311,
39947,chrP,999999999,Nipponbare,
63632,chrP,136584,creepingbentgrass,
112509,chrP,136462,barley,
4536,chrP,134494,nivara,
4547,chrP,141182,sugarcane,
4558,chrP,140754,milo,
4565,chrP,134545,wheat,
4577,chrP,140384,maize,
33113,chrP,156687,deadlynightshade,
4081,chrP,155460,tomato,
4096,chrP,155941,woodtobacco,
4097,chrP,155943,commontobacco,
4098,chrP,155745,Ntom,
147425,chrP,155371,Sbul,
4113,chrP,155298,potato,
3702,chr1,30427671,Ath,eg12/65
3702,chr2,19698289,Ath,eg12/65
3702,chr3,23459830,Ath,eg12/65
3702,chr4,18585056,Ath,eg12/65
3702,chr5,26975502,Ath,eg12/65
3702,chrMt,366924,Ath,eg12/65
3702,chrPt,154478,Ath,eg12/65
3702,chrUn,999999999,Ath,eg12/65
59689,chr1,33132539,lyrata,eg12/65
59689,chr2,19320864,lyrata,eg12/65
59689,chr3,24464547,lyrata,eg12/65
59689,chr4,23328337,lyrata,eg12/65
59689,chr5,21221946,lyrata,eg12/65
59689,chr6,25113588,lyrata,eg12/65
59689,chr7,24649197,lyrata,eg12/65
59689,chr8,22951293,lyrata,eg12/65
59689,chrUn,999999999,lyrata,eg12/65
900101,chrUn,999999999,Bur0,1001
900102,chrUn,999999999,C24,1001
900103,chrUn,999999999,Kro0,1001
900104,chrUn,999999999,Ler1,1001
900201,chrUn,999999999,Bur_0/arabidopsis19/1001
900202,chrUn,999999999,Can_0/arabidopsis19/1001
900203,chrUn,999999999,Ct_1/arabidopsis19/1001
900204,chrUn,999999999,Edi_0/arabidopsis19/1001
900205,chrUn,999999999,Hi_0/arabidopsis19/1001
900206,chrUn,999999999,Kn_0/arabidopsis19/1001
900207,chrUn,999999999,Ler_0/arabidopsis19/1001
900208,chrUn,999999999,Mt_0/arabidopsis19/1001
900209,chrUn,999999999,No_0/arabidopsis19/1001
900210,chrUn,999999999,Oy_0/arabidopsis19/1001
900211,chrUn,999999999,Po_0/arabidopsis19/1001
900212,chrUn,999999999,Rsch_4/arabidopsis19/1001
900213,chrUn,999999999,Sf_2/arabidopsis19/1001
900214,chrUn,999999999,Tsu_0/arabidopsis19/1001
900215,chrUn,999999999,Wil_2/arabidopsis19/1001
900216,chrUn,999999999,Ws_0/arabidopsis19/1001
900217,chrUn,999999999,Wu_0/arabidopsis19/1001
900218,chrUn,999999999,Zu_0/arabidopsis19/1001
900302,chrUn,999999999,129P2/mouse17/sanger
900303,chrUn,999999999,129S1_SvImJ/mouse17/sanger
900304,chrUn,999999999,129S5/mouse17/sanger
900305,chrUn,999999999,A_J/mouse17/sanger
900306,chrUn,999999999,AKR_J/mouse17/sanger
900307,chrUn,999999999,BALBc_J/mouse17/sanger
900308,chrUn,999999999,C3H_HeJ/mouse17/sanger
900301,chrUn,999999999,C57BL_6N/mouse17/sanger
900309,chrUn,999999999,CAST_Ei/mouse17/sanger
900310,chrUn,999999999,CBA_J/mouse17/sanger
900311,chrUn,999999999,DBA_2J/mouse17/sanger
900312,chrUn,999999999,LP_J/mouse17/sanger
900313,chrUn,999999999,NOD/mouse17/sanger
900314,chrUn,999999999,NZO/mouse17/sanger
900315,chrUn,999999999,PWK_Ph/mouse17/sanger
900316,chrUn,999999999,Spretus_Ei/mouse17/sanger
900317,chrUn,999999999,WSB_Ei/mouse17/sanger
900501,chrUn,999999999,Line138/DGRP
900502,chrUn,999999999,Line176/DGRP
900503,chrUn,999999999,Line181/DGRP
900504,chrUn,999999999,Line208/DGRP
900505,chrUn,999999999,Line321/DGRP
900506,chrUn,999999999,Line332/DGRP
900507,chrUn,999999999,Line375/DGRP
900508,chrUn,999999999,Line38/DGRP
900509,chrUn,999999999,Line380/DGRP
900510,chrUn,999999999,Line391/DGRP
900511,chrUn,999999999,Line40/DGRP
900512,chrUn,999999999,Line406/DGRP
900513,chrUn,999999999,Line443/DGRP
900514,chrUn,999999999,Line517/DGRP
900515,chrUn,999999999,Line57/DGRP
900516,chrUn,999999999,Line727/DGRP
900517,chrUn,999999999,Line738/DGRP
900518,chrUn,999999999,Line757/DGRP
900519,chrUn,999999999,Line852/DGRP
900520,chrUn,999999999,Line897/DGRP
240015,NC_012483,4127356,Acidobacterium_capsulatum_ATCC_51196_240015,chr
234267,NC_008536,9965640,Candidatus_Solibacter_usitatus_Ellin6076_234267,chr
204669,NC_008009,5650368,Candidatus_Koribacter_versatilis_Ellin345_204669,chr
696844,NC_015057,475658,Acidobacterium_sp__MP5ACTX9_696844,pACIX901
696844,NC_015058,188167,Acidobacterium_sp__MP5ACTX9_696844,pACIX903
696844,NC_015059,115493,Acidobacterium_sp__MP5ACTX9_696844,pACIX904
696844,NC_015060,115221,Acidobacterium_sp__MP5ACTX9_696844,pACIX905
696844,NC_015064,4309153,Acidobacterium_sp__MP5ACTX9_696844,chr
696844,NC_015065,300292,Acidobacterium_sp__MP5ACTX9_696844,pACIX902
401053,NC_014963,5095226,Terriglobus_saanensis_SP1PR4_401053,chr
465515,NC_012803,2501097,Micrococcus_luteus_NCTC_2665_465515,chr
478801,NC_013169,2785024,Kytococcus_sedentarius_DSM_20547_478801,chr
521095,NC_013203,1543805,Atopobium_parvulum_DSM_20469_521095,chr
281090,NC_006087,2584158,Leifsonia_xyli_subsp__xyli_str__CTCB07_281090,chr
288705,NC_010168,3155250,Renibacterium_salmoninarum_ATCC_33209_288705,chr
367928,NC_008618,2089645,Bifidobacterium_adolescentis_ATCC_15703_367928,chr
883062,NC_014616,2186882,Bifidobacterium_bifidum_S17_883062,chr
702459,NC_014638,2214656,Bifidobacterium_bifidum_PRL2010_702459,chr
401473,NC_013714,2636367,Bifidobacterium_dentium_Bd1_401473,chr
590998,NC_015514,4266344,Cellulomonas_fimi_ATCC_484_590998,chr
446466,NC_014151,4123179,Cellulomonas_flavigena_DSM_20109_446466,chr
257309,NC_002935,2488635,Corynebacterium_diphtheriae_NCTC_13129_257309,chr
340322,NC_009342,3314179,Corynebacterium_glutamicum_R_340322,chr
340322,NC_009343,49120,Corynebacterium_glutamicum_R_340322,pCGR1
765874,NC_014329,2337913,Corynebacterium_pseudotuberculosis_FRC41_765874,chr
754252,NC_014215,2616384,Propionibacterium_freudenreichii_subsp__shermanii_CIRM_BIA1_754252,chr
267747,NC_006085,2560265,Propionibacterium_acnes_KPA171202_267747,chr
553199,NC_014039,2495334,Propionibacterium_acnes_SK137_553199,chr
262316,NC_002944,4829781,Mycobacterium_avium_subsp__paratuberculosis_K_10_262316,chr
243243,NC_008595,5475491,Mycobacterium_avium_104_243243,chr
233413,NC_002945,4345492,Mycobacterium_bovis_AF2122_97_233413,chr
410289,NC_008769,4374522,Mycobacterium_bovis_BCG_str__Pasteur_1173P2_410289,chr
561275,NC_012207,4371711,Mycobacterium_bovis_BCG_str__Tokyo_172_561275,chr
272631,NC_002677,3268203,Mycobacterium_leprae_TN_272631,chr
561304,NC_011896,3268071,Mycobacterium_leprae_Br4923_561304,chr
246196,NC_008596,6988209,Mycobacterium_smegmatis_str__MC2_155_246196,chr
83332,NC_000962,4411532,Mycobacterium_tuberculosis_H37Rv_83332,chr
83331,NC_002755,4403837,Mycobacterium_tuberculosis_CDC1551_83331,chr
419947,NC_009525,4419977,Mycobacterium_tuberculosis_H37Ra_419947,chr
336982,NC_009565,4424435,Mycobacterium_tuberculosis_F11_336982,chr
478434,NC_012943,4398250,Mycobacterium_tuberculosis_KZN_1435_478434,chr
216594,NC_010604,23317,Mycobacterium_marinum_M_216594,pMM23
216594,NC_010612,6636827,Mycobacterium_marinum_M_216594,chr
350054,NC_009338,5619607,Mycobacterium_gilvum_PYR_GCK_350054,chr
350054,NC_009339,321253,Mycobacterium_gilvum_PYR_GCK_350054,pMFLV01
350054,NC_009340,25309,Mycobacterium_gilvum_PYR_GCK_350054,pMFLV02
350054,NC_009341,16660,Mycobacterium_gilvum_PYR_GCK_350054,pMFLV03
362242,NC_005916,174155,Mycobacterium_ulcerans_Agy99_362242,pMUM001
362242,NC_008611,5631606,Mycobacterium_ulcerans_Agy99_362242,chr
234621,NC_007486,104014,Rhodococcus_erythropolis_PR4_234621,pREC1
234621,NC_007487,3637,Rhodococcus_erythropolis_PR4_234621,pREC2
234621,NC_007491,271577,Rhodococcus_erythropolis_PR4_234621,pREL1
234621,NC_012490,6516310,Rhodococcus_erythropolis_PR4_234621,chr
405948,NC_009142,8212805,Saccharopolyspora_erythraea_NRRL_2338_405948,chr
471857,NC_013159,4308349,Saccharomonospora_viridis_DSM_43017_471857,chr
326424,NC_008278,7497934,Frankia_alni_ACN14a_326424,chr
526225,NC_013757,5322497,Geodermatophilus_obscurus_DSM_43160_526225,chr
100226,NC_003888,8667507,Streptomyces_coelicolor_A3_2__100226,chr
100226,NC_003903,356023,Streptomyces_coelicolor_A3_2__100226,pSCP1
100226,NC_003904,31317,Streptomyces_coelicolor_A3_2__100226,pSCP2
455632,NC_010572,8545929,Streptomyces_griseus_subsp__griseus_NBRC_13350_455632,chr
680198,NC_013929,10148695,Streptomyces_scabiei_87_22_680198,chr
